guidance_title,source_pdf
Information for Refugees and Asylees About the Form I-9 (Karen),https://www.justice.gov/crt/page/file/1119531/download
Information for Refugees and Asylees About the Form I-9 (Kayah),https://www.justice.gov/crt/page/file/1119541/download
Information for Refugees and Asylees About the Form I-9 (Nepali),https://www.justice.gov/crt/case-document/file/1120651/download
Information for Refugees and Asylees About the Form I-9 (Russian),https://www.justice.gov/crt/case-document/file/1120656/download
Information for Refugees and Asylees About the Form I-9 (Simplified Chinese),https://www.justice.gov/crt/case-document/file/1120676/download
Information for Refugees and Asylees About the Form I-9 (Somali),https://www.justice.gov/crt/case-document/file/1120671/download
Information for Refugees and Asylees About the Form I-9 (Spanish),https://www.justice.gov/crt/case-document/file/1120681/download
Information for Refugees and Asylees About the Form I-9 (Swahili),https://www.justice.gov/crt/case-document/file/1120661/download
Information for Refugees and Asylees About the Form I-9 (Tigrinya),https://www.justice.gov/crt/page/file/1119551/download
Information for Refugees and Asylees About the Form I-9 (Ukranian),https://www.justice.gov/crt/case-document/file/1120666/download
Information for Refugees and Asylees About the Form I-9 (Urdu),https://www.justice.gov/crt/case-document/file/1120686/download
Cost Allocation Information,https://www.justice.gov/ovw/page/file/1107321/download
Creating a Budget: Training for OVW Applicants,https://www.justice.gov/ovw/video/creating-budget
November 2018 DOJ Grants Financial Guide,https://www.justice.gov/ovw/page/file/1116786/download
FY 2019 Solicitation Companion Guide: OVW Grant Programs & Post-Award Information,https://www.justice.gov/ovw/page/file/1108301/download
2018 AHTF Award Owner's Manual,https://cops.usdoj.gov/pdf/2018AwardDocs/ahtf/AOM.pdf
2018 PASS Award Owner's Manual,https://cops.usdoj.gov/pdf/2018AwardDocs/pass/AOM.pdf
2018 SVPP Award Owner's Manual,https://cops.usdoj.gov/pdf/2018AwardDocs/svpp/AOM.pdf
Q&As: Storage Requirements,https://www.atf.gov/qa-category/storage-requirements
Frequently Asked Questions: State Consultation and Coordination with Tribes as Required for STOP Violence Against Women Grant Program Implementation Planning under 34 U.S.C. 10446(c)(2)(F),https://www.justice.gov/ovw/page/file/1101881/download
OVW Instructions for DOJ-Sponsored Conference Request and Report Form,https://www.justice.gov/file/919971/download
Workers with Temporary Protected Status: Protect Your Right to Work (English),https://www.justice.gov/crt/page/file/1106681/download
Workers with Temporary Protected Status: Protect Your Right to Work (Arabic),https://www.justice.gov/crt/page/file/1106676/download
Workers with Temporary Protected Status: Protect Your Right to Work (Haitian Creole),https://www.justice.gov/crt/page/file/1106686/download
Workers with Temporary Protected Status: Protect Your Right to Work (Nepali),https://www.justice.gov/crt/page/file/1106691/download
Workers with Temporary Protected Status: Protect Your Right to Work (Somali),https://www.justice.gov/crt/page/file/1106696/download
Workers with Temporary Protected Status: Protect Your Right to Work (Spanish),https://www.justice.gov/crt/page/file/1106701/download
IER Naturalization Flyer (English),https://www.justice.gov/crt/page/file/1106776/download
IER Naturalization Flyer (Spanish),https://www.justice.gov/crt/page/file/1106781/download
2018 TRGP Award Owner's Manual,https://cops.usdoj.gov/pdf/2018AwardDocs/ctas/AOM.pdf
2018 CPD Award Owner's Manual,https://cops.usdoj.gov/pdf/2018AwardDocs/cpd/AOM.pdf
2018 CAMP Award Owner's Manual,https://cops.usdoj.gov/pdf/2018AwardDocs/camp/AOM.pdf
Q&As: Explosives Licenses and Permits,https://www.atf.gov/qa-category/licenses-and-permits
Q&As: Applying for a Federal Explosives License,https://www.atf.gov/qa-category/applying-federal-explosives-license
Use of Mobile Devices in the Issuance of EPCS,https://www.deadiversion.usdoj.gov/GDP/(DEA-DC-8)%20Use%20of%20Mobile%20Devices%20in%20the%20Issuance%20of%20EPCS.pdf
"National Training Standards for Sexual Assault Medical Forensic Examiners, Second Edition",https://www.justice.gov/ovw/page/file/1090006/download
Q&As: AFMER - ATF Form 5300.11,https://www.atf.gov/qa-category/afmer-atf-form-530011
DCL Withdrawing DOJ’s and ED’s Guidance on Fisher and Schuette,https://www.justice.gov/crt/page/file/1082806/download
Information for Employers about Citizenship Status Discrimination,https://www.justice.gov/crt/page/file/1080256/download
U.S. Worker Protections Against Unlawful Preferences for Temporary Visa Workers (English),https://www.justice.gov/crt/page/file/1080271/download
U.S. Worker Protections Against Unlawful Preferences for Temporary Visa Workers (Spanish),https://www.justice.gov/crt/page/file/1080276/download
Q&As: ATF Form 4473,https://www.atf.gov/qa-category/atf-form-4473
Information Guide About RLUIPA,https://www.justice.gov/crt/page/file/1070736/download
Statement on Land-Use Provisions of RLUIPA,https://www.justice.gov/crt/page/file/1071246/download
Statement on Land-Use Provisions of RLUIPA,https://www.justice.gov/crt/page/file/1071246/download
5200.04 CN-1 Transgender Offender Manual,https://www.bop.gov/policy/progstat/5200-04-cn-1.pdf
Use of Telemedicine While Providing Medication Assisted Treatment (MAT),https://www.deadiversion.usdoj.gov/GDP/(DEA-DC-7)%20Use%20of%20Telemedicine%20While%20Providing%20Medication%20Assisted%20Treatment%20(MAT).pdf
ATF Ruling 2018-1- Revoking Certain Guidance Documents,https://www.atf.gov/file/133321/download
Sexual Harassment in Housing Toolkit,https://www.justice.gov/crt/sexual-harassment-housing-initiative-resources
Sexual Harassment in Housing Palm Card,https://www.justice.gov/crt/sexual-harassment-housing-initiative-resources
Q&As: Asset Forfeiture Program,https://www.atf.gov/qa-category/asset-forfeiture-program
"Q&As: Filing a Claim, Petition, or Contesting Forfeiture of Property",https://www.atf.gov/qa-category/filing-claim-petition-or-contesting-forfeiture-property
Q&As: Equitable Sharing,https://www.atf.gov/qa-category/equitable-sharing
Curios and Relics List Jan 1972 through April 2018,https://www.atf.gov/file/128116/download
Guide to the Uniformed Services Employment and Reemployment Rights Act,https://www.justice.gov/servicemembers/page/file/1245336/download
5580.09 Inmate Property Claims,https://www.bop.gov/policy/progstat/5580.09.pdf
4500.12 Trust Fund/Deposit Fund Manual,https://www.bop.gov/policy/progstat/4500.12.pdf
Civil Rights Requirements: Information and Obligations of OJP recipients.  ,https://www.ojp.gov/funding/Explore/LegalOverview2019/CivilRightsRequirements.htm
FAQ: Equal Employment Opportunity Program,https://www.ojp.gov/about/ocr/eeop.htm
Controlled Substances Act Pursuant to the Religious Freedom Restoration Act,https://www.deadiversion.usdoj.gov/GDP/(DEA-DC-5)(EO-DEA-007)(Version2)RFRA_Guidance_(Final)_11-20-2020.pdf
Sexual Harassment in Housing Initiative Information Sheet,https://www.justice.gov/crt/sexual-harassment-housing-initiative-resources
Bump Fire Stocks and Devices Destruction Diagrams,https://www.atf.gov/file/133136/download
OVW Conference Costs Guidelines,https://www.justice.gov/ovw/file/1030316/download
A Guide to Understanding the Requirements of Purpose Area #5 (OVW Tribal Governments Program) in the Fiscal Year 2018 Coordinated Tribal Assistance Solicitation,https://www.justice.gov/page/file/1019526/download
5200.02 CN-1 Female Offender Manual,https://www.bop.gov/policy/progstat/5200.02_cn1.pdf
JAG Prohibited and Controlled Expenditures  ,https://www.bja.gov/funding/JAGProhibitedandControlledExpenditures.pdf
Legal Overview of OJP Awards,https://www.ojp.gov/funding/explore/overview
2017 CRITA Award Owner's Manual,https://cops.usdoj.gov/pdf/2017AwardDocs/crita/AOM.pdf
ATF Ruling 2017-1- Revoking Certain Guidance Documents,https://www.atf.gov/file/122096/download
"7320.01, CN-2 Home Confinement",https://www.bop.gov/policy/progstat/7320_001_CN-2.pdf
2017 DOJ Grants Financial Guide,https://www.justice.gov/ovw/file/1030311/download
FY 2018 Solicitation Companion Guide: OVW Grant Programs & Post-Award Information,https://www.justice.gov/ovw/page/file/1007726/download#Solicitation%20Companion%20Guide
2017 PASS Award Owner's Manual,https://cops.usdoj.gov/pdf/2017AwardDocs/pass/AOM.pdf
Department of Defense Contractor Inspections: ATF Inspection Process (Explosives),https://www.atf.gov/file/121126/download
Sexual Harassment in Housing Flyers,https://www.justice.gov/crt/sexual-harassment-housing-initiative-resources
2017 Frequently Asked Questions About STOP Formula Grants,https://www.justice.gov/ovw/page/file/1008816/download#%20FAQ%20-%20STOP%20Formula%20Grants
Frequently Asked Questions on the VAWA Confidentiality Provision,https://www.justice.gov/ovw/page/file/1006896/download
2017 TRGP Award Owner's Manual,https://cops.usdoj.gov/pdf/2017AwardDocs/ctas/AOM.pdf
2017 CPD Award Owner's Manual,https://cops.usdoj.gov/pdf/2017AwardDocs/cpd/AOM.pdf
2017 CHP Award Owner's Manual,https://cops.usdoj.gov/pdf/2017AwardDocs/chp/AOM.pdf
2017 CAMP Award Owner's Manual,https://cops.usdoj.gov/pdf/2017AwardDocs/camp/AOM.pdf
2017 AHTF Award Owner's Manual,https://cops.usdoj.gov/pdf/2017AwardDocs/ahtf/AOM.pdf
5331.02 CN-2 Early Release Procedures under 18 U.S.C. § 3621(e),https://www.bop.gov/policy/progstat/5331.02cn.pdf
State Compliance Frequently Asked Questions,https://www.ojjdp.gov/compliance/State_Compliance_FAQ.pdf
Q&As: Conduct of Business,https://www.atf.gov/qa-category/conduct-business
Antitrust Guidance - Hurricanes Harvey and Irma,https://www.justice.gov/atr/page/file/996516/download
Award Conditions: Methods of Administrations Requirements Applicable to States,https://www.ojp.gov/funding/Explore/LegalOverview2019/CivilRightsRequirements.htm
Q&As: 3-D Printing Technology of Firearms,https://www.atf.gov/qa-category/3-d-printing-technology-firearms
The National Voter Registration Act of 1993 – Questions and Answers ,https://www.justice.gov/crt/national-voter-registration-act-1993-nvra
5321.08 Unit Management Manual,https://www.bop.gov/policy/progstat/5321.08.pdf
John R. Justice (JRJ) FAQs,https://www.bja.gov/Funding/FY17-JRJ-FAQs.pdf
PREA Auditor Handbook ,https://www.prearesourcecenter.org/sites/default/files/library/PREAAuditorHandbook-V1.0%20August%202017.pdf
Brochure- Youth Handgun Safety Act Notice (ATF I 5300.2),https://www.atf.gov/file/58806/download
Federal Firearms Licensees Newsletter - July 2017,https://www.atf.gov/file/118181/download
OVW Guidance on Commingling of Funds,https://www.justice.gov/ovw/page/file/987386/download
Explosives Industry Newsletter- July 2017,https://www.atf.gov/file/118161/download
5111.04 Institution Hearing Program,https://www.bop.gov/policy/progstat/5111.04_cn1.pdf
Pass Throughs and Administrative Funds Webinar,https://www.justice.gov/ovw/video/office-violence-against-women-using-pass-throughs-and-administrative-funds
Pass Throughs and Administrative Funds Webinar Slides,https://www.justice.gov/ovw/page/file/971396/download
"8120.03 Work Programs for Inmates, FPI",https://www.bop.gov/policy/progstat/8120_003.pdf
DCL Withdrawing DOJ’s and ED’s Title IX Guidance on Transgender Students,https://www.justice.gov/crt/page/file/942021/download
South Dakota-Feb2017-Open Letter-South Dakota's Gold Card Concealed Pistol Permit and Enhanced Permit to Carry a Concealed Pistol,https://www.atf.gov/file/113596/download
Advisory Opinion on Licensing for Certain Gun Show Sellers,https://www.atf.gov/file/113616/download
STOP Formula Program Implementation Plan Checklist,https://www.justice.gov/ovw/file/765431/download
Categorical Assistance Progress Reporting Guidelines for BJS Data Collection Awards,https://www.bjs.gov/content/Instr_for_Applicants_for_Fed_Assistance.cfm
Q&As: ATF Ruling 2016-5 Guidance - Marking Variance for Government Defense Contractors,https://www.atf.gov/qa-category/atf-ruling-2016-5-guidance-marking-variance-government-defense-contractors
Categorical Assistance Progress Reporting Guidelines for National Criminal History Improvement Program (NCHIP) and National Instant Background Check System (NICS) Act Records Improvement Efforts (NARIP) awards,https://www.bjs.gov/content/Instr_for_Applicants_for_Fed_Assistance.cfm
Categorical Assistance Progress Reporting Guidelines for State Justice Statistics Program (SJS) Awards,https://www.bjs.gov/content/Instr_for_Applicants_for_Fed_Assistance.cfm
Webinar Slides on 28 CFR Part 90: Violence Against Women,https://www.justice.gov/ovw/page/file/932506/download
5553.08 Escapes/Deaths Notifications,https://www.bop.gov/policy/progstat/5553.08.pdf
Sexual Assault Kit Testing Initiatives and Non-investigative Kits,https://www.justice.gov/ovw/page/file/931391/download
JAG FAQ re 8 U.S.C. § 1373  ,https://www.bja.gov/publications/8U.S.C.1373QuestionsandAnswers.pdf
DOJ Grants Financial Guide ,https://ojp.gov/financialguide/DOJ/pdfs/2015_DOJ_FinancialGuide.pdf
Model Code for Tribal Sex Offender Registration,https://www.smart.gov/pdfs/Model-Tribal-Code_508.pdf
Resources to Support Criminal Justice Entities to Comply with the ADA (PDF),https://www.ada.gov/cjta.pdf
Resources to Support Criminal Justice Entities to Comply with the ADA (HTML),https://www.ada.gov/cjta.html
Religious Exercise of Institutionalized Persons,https://www.justice.gov/crt/page/file/974661/download
Uniform Appraisal Standards for Federal Land Acquisitions,https://www.justice.gov/file/408306/download
Title II Brochure,https://www.justice.gov/crt/page/file/1251321/download
A Guide to Understanding the Requirements of Purpose Area #5 (OVW Tribal Governments Program) in the Fiscal Year 2017 Coordinated Tribal Assistance Solicitation,https://www.justice.gov/tribal/page/file/913371/download
5270.11 Special Housing Units,https://www.bop.gov/policy/progstat/5270.11.pdf
Q&A on Final Rule Requiring Movie Theaters to Provide  Captioning ,https://www.ada.gov/regs2016/movie_captioning_qa.html
Facilitating Private Sales: A Federal Firearms Licensee Guide,https://www.atf.gov/file/110076/download
Joint Statement of HUD and DOJ on How the Fair Housing Act May Apply to Land Use and Zoning,https://www.justice.gov/crt/page/file/909956/download
5300.02 Volunteer Services,https://www.bop.gov/policy/progstat/5300_022.pdf
FY 2017 Solicitation Companion Guide: OVW Grant Programs & Post-Award Information,https://www.justice.gov/file/29686/download
2016 AHTF Award Owner's Manual,https://cops.usdoj.gov/pdf/2016AwardDocs/ahtf/2016_AHTF_AOM.pdf
1490.06 CN-1 Victim and Witness Notification Program,https://www.bop.gov/policy/progstat/1490_006_CN-1.pdf
"Brochure- Important Notice to Dealers and Other Participants at Gun Shows, Revised October 2016 (ATF I 5300.23A)",https://www.atf.gov/file/56651/download
Notice to Dealers and Other Participants at Gun Shows- Revised October 2016 (ATF I 5300.23A),https://www.atf.gov/file/56651/download
Q&A: The ADA and Persons with HIV/AIDS,https://www.ada.gov/hiv/ada_q&a_hiv.htm
2016 TRGP Award Owner's Manual,https://cops.usdoj.gov/pdf/2016AwardDocs/ctas/2016_CTAS_AOM.pdf
2016 CPD Award Owner's Manual,https://cops.usdoj.gov/pdf/2016AwardDocs/cpd/2016_CPD_AOM.pdf
2016 CHP Award Owner's Manual,https://cops.usdoj.gov/pdf/2016AwardDocs/chp/2016_CHP_AOM.pdf
2016 CAMP Award Owner's Manual,https://cops.usdoj.gov/pdf/2016AwardDocs/camp/2016_CAMP_AOM.pdf
Q&As: NFA (Non-Licensees),https://www.atf.gov/qa-category/nfa-non-licensees
Q&As: Receiver Blanks,https://www.atf.gov/qa-category/receiver-blanks
Q&As: Imports (Non-Licensees),https://www.atf.gov/qa-category/imports-non-licensees
Q&As: Tobacco,https://www.atf.gov/qa-category/tobacco
Q&As: Alcohol and Tobacco Diversion or Trafficking,https://www.atf.gov/qa-category/alcohol
"5215.07 Youth Corrections Act (YCA), Inmates and Programs",https://www.bop.gov/policy/progstat/5215_007.pdf
"5800.15, CN-1 Correctional Systems Manual",https://www.bop.gov/policy/progstat/5800_015_CN-01.pdf
"September 12, 2016 IER Technical Assistance Letter on use of E-Verify",https://www.justice.gov/crt/page/file/925606/download
Federal Firearms Licensees Newsletter -  September 2016,https://www.atf.gov/file/109651/download
5310.17 Psychology Services Manual,https://www.bop.gov/policy/progstat/5310_017.pdf
Explosive Industry Newsletter- June 2016 Addendum,https://www.atf.gov/file/109341/download
"Promising Practices - Language Access in Emergency Preparedness, Response, and Recovery (English)",https://www.justice.gov/crt/file/885391/download
"Promising Practices - Language Access in Emergency Preparedness, Response, and Recovery (Spanish)",https://www.justice.gov/crt/file/885496/download
"Promising Practices - Language Access in Emergency Preparedness, Response, and Recovery (Vietnamese)",https://www.justice.gov/crt/file/886551/download
"Promising Practices - Language Access in Emergency Preparedness, Response, and Recovery (Haitian Creole)",https://www.justice.gov/crt/file/886556/download
Nondiscrimination and Effective Language Access in Emergency and Disaster Management,https://www.justice.gov/crt/file/885401/download
Q&A: Final Rule Implementing the ADA Amendments Act of 2008 ,https://www.ada.gov/regs2016/adaaa_qa.html
5217.02 Special Management Units,https://www.bop.gov/policy/progstat/5217_02.pdf
"Letter from the Department of Justice, the Department of Health and Human Services, and the Department of Housing and Urban Development to Recipients of Federal Financial Assistance",https://www.justice.gov/ovw/file/883641/download
ATF Ruling 2016-5- Marking Variance for Government Defense Contractors,https://www.atf.gov/file/108291/download
"7300.09, CN-3 Community Corrections Manual",https://www.bop.gov/policy/progstat/7300_009_CN-3.pdf
"5500.14, CN-1 Correctional Services Procedures Manual",https://www.bop.gov/policy/progstat/5500_014_CN-1.pdf
JRJ Quick Reference Guide for Reporting Recipients in Exited/Repayment Status ,https://www.bja.gov/Programs/JRJ-Quick-Reference-for-Reporting-Exited-Repayment-Status.pdf
VOCApedia (VOCA Assistance FAQs),https://www.ovc.gov/VOCA-Administrators/VOCA-Rule-FAQs-508.pdf
Supplemental Guidelines for Juvenile Registration Under the Sex Offender Registration and Notification Act,https://smart.gov/pdfs/SORNA-Juvenile-Guidelines-8-1-2016.pdf
ATF Ruling 2016-4- Electronic Transmission of Form 6A Information to CBP,https://www.atf.gov/file/107686/download
"Brochure- How to Conduct a Firearms Inventory, ATF P 5380.2",https://www.atf.gov/file/107741/download
Guide to Procurements Under DOJ Grants and Cooperative Agreements,https://www.ojp.gov/funding/Implement/Resources/GuideToProcurementProcedures.pdf
West Virginia-Jun2016-Open Letter - To All West Virginia FFLs regarding HB4145,https://www.atf.gov/file/107226/download
"June 15, 2016 IER Technical Assistance Letter on hiring practices and non-immigrant visa holders",https://www.justice.gov/crt/file/867386/download
6400.03 Dental Services,https://www.bop.gov/policy/progstat/6400_003.pdf
Fact Sheet on Combating Discrimination Against AANHPI and MASSA Students,https://www2.ed.gov/about/offices/list/ocr/docs/aanhpi-massa-factsheet-201606.pdf
ADA Checklist for Polling Places,https://www.ada.gov/votingchecklist.htm
Explosives Industry Newsletter- June 2016,https://www.atf.gov/file/106536/download
National-May 2016-Open Letter-All Chief Law Enforcement Officers of State and Local Law Enforcement Agencies,https://www.atf.gov/file/105796/download
Ohio-May2016-Open Letter-Ohio's Concealed Handgun License Qualifies as Alternative to Background Check Requirement,https://www.atf.gov/file/105791/download
Brochure- Suspicious Packages (ATF P 5400.26),https://www.atf.gov/file/104816/download
Brochure- Publication on Explosives Magazine Construction Requirements (ATF P 5400.17),https://www.atf.gov/file/58711/download
Publication on Safety and Security Information for Federal Explosives Licensees and Permittees (ATF P 5400.15),https://www.atf.gov/file/58701/download
FAQ Partnerships with Faith-Based and Other Neighborhood Organizations (28 CFR pt 38),https://ojp.gov/about/ocr/pdfs/faqs_part38.pdf
Frequently Asked Questions: STOP Violence Against Women Formula Grant Program and the Prison Rape Elimination Act Certification Requirement,https://www.justice.gov/ovw/file/848201/download
ATF Ruling 2016-1- Requirements to Keep Firearms Records Electronically,https://www.atf.gov/file/104736/download
ATF Ruling 2016-2- Electronic ATF Form 4473,https://www.atf.gov/file/104741/download
ATF Ruling 2016-3- Consolidation of Records Required for Manufacturers,https://www.atf.gov/file/104746/download
5330.11 CN-1 Psychology Treatment Programs,https://www.bop.gov/policy/progstat/5330.11.pdf
Incentives Review Protocol for NIJ-Funded Research,https://www.nij.gov/funding/Pages/incentive-review-protocol.aspx
BJA Byrne JAG PREA FAQ ,https://www.bja.gov/Programs/JAG-PREA-FAQ.pdf
Brochure- Safety and Security for Firearm Owners (ATF P 5300.22),https://www.atf.gov/file/103926/download
Q&As: Theft/Loss in Transit,https://www.atf.gov/qa-category/theftloss-transit
A Guide On SORNA Implementation In Indian Country,https://www.smart.gov/pdfs/SORNA-IC-Guide.pdf
"A National Protocol for Sexual Abuse Medical Forensic Examinations, Pediatric",https://www.justice.gov/ovw/file/846856/download
"March 31, 2016 IER Technical Assistance Letter on document requests and export control",https://www.justice.gov/crt/file/837281/download
1351.05 CN-2 Release of Information,https://www.bop.gov/policy/progstat/1351_005_CN-2.pdf
FAQs on Public Participation ,https://www.justice.gov/crt/fcs/newsletters/spring-2016/faq
Veterinary Medicine Mobility Act of 2014,https://www.deadiversion.usdoj.gov/GDP/(DEA-DC-14)%20Veterinary%20Medicine%20Mobility%20Act%20of%202014.pdf
Advisory Opinion on Licensing for Certain Gun Show Sellers,https://www.atf.gov/file/113616/download
Q&As: U.S. Military Explosives,https://www.atf.gov/qa-category/us-military-explosives
Q&As: General - Explosives,https://www.atf.gov/qa-category/general-questions-explosives
Prevent All Cigarette Trafficking (PACT) Act  Information Guide,https://www.atf.gov/file/102101/download
Q&As: Machine Guns,https://www.atf.gov/qa-category/machine-guns
5394.01 Certification and Civil Commitment of Sexually Dangerous Persons,https://www.bop.gov/policy/progstat/5394.01.pdf
2016 Frequently Asked Questions About STOP Formula Grants,https://www.justice.gov/ovw/file/827531/download
"January 7, 2016 IER Technical Assistance Letter on alternative documentation following Form I-9 audit",https://www.justice.gov/crt/file/812686/download
Brochure- Loss Prevention for Firearms Retailers,https://www.atf.gov/file/109806/download
"December 22, 2015 IER Technical Assistance Letter on replacing U.S. workers with contractors on temporary visas",https://www.justice.gov/crt/file/801721/download
Gender Bias in Law Enforcement,https://www.justice.gov/opa/file/799366/download
5267.09 Visiting Regulations,https://www.bop.gov/policy/progstat/5267_09.pdf
5538.07 Escorted Trips,https://www.bop.gov/policy/progstat/5538_07.pdf
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Urdu),https://www.justice.gov/crt/page/file/920881/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Vietnamese),https://www.justice.gov/crt/page/file/920886/download
Joint IER-ICE Internal I-9 Audit Guidance for Employers,https://www.justice.gov/crt/file/798276/download
2015 DOJ Grants Financial Guide,https://www.justice.gov/ovw/file/892031/download
ADA Compliance Brief: Restriping Parking Spaces,https://www.ada.gov/restriping_parking/restriping2015.html
Q&A: Title II of the ADA's Requirements To Provide Curb Ramps ,https://www.ada.gov/doj-fhwa-ta-supplement-2015.html
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (English),https://www.justice.gov/crt/case-document/file/1138456/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Arabic),https://www.justice.gov/crt/page/file/920761/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Portuguese),https://www.justice.gov/crt/page/file/920856/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Mandarin),https://www.justice.gov/crt/page/file/920851/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (French),https://www.justice.gov/crt/page/file/920831/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Creole),https://www.justice.gov/crt/page/file/920826/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Hindi),https://www.justice.gov/crt/page/file/920836/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Hmong),https://www.justice.gov/crt/page/file/920841/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Korean),https://www.justice.gov/crt/page/file/920846/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Punjabi),https://www.justice.gov/crt/page/file/920861/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Russian),https://www.justice.gov/crt/page/file/920866/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Spanish),https://www.justice.gov/crt/page/file/920871/download
Joint DOJ-DOL-NLRB-EEOC Fact Sheet: Retaliation Based on Exercise of Workplace Rights Is Unlawful (Tagalog),https://www.justice.gov/crt/page/file/920876/download
A Guide to Understanding the Requirements of Purpose Area #5 (OVW Tribal Governments Program) in the Fiscal Year 2016 Coordinated Tribal Assistance Solicitation,https://www.justice.gov/tribal/file/796091/download
Q&As: General - Firearms,https://www.atf.gov/qa-category/general
Q&As: Fireworks,https://www.atf.gov/qa-category/fireworks
2015 TRGP Award Owner's Manual,https://cops.usdoj.gov/pdf/2015AwardDocs/ctas/2015_CTAS_GOM.pdf
2015 CPD Award Owner's Manual,https://cops.usdoj.gov/pdf/2015AwardDocs/cpd/CPD_AOM.pdf
2015 CHP Award Owner's Manual,https://cops.usdoj.gov/pdf/2015AwardDocs/chp/2015_CHP_GOM.pdf
2015 CAMP Award Owner's Manual,https://cops.usdoj.gov/pdf/2015AwardDocs/camp/CAMP_GOM_2015.pdf
2015 AHTF Award Owner's Manual,https://cops.usdoj.gov/pdf/2015AwardDocs/ahtf/2015_AHTF_GOM_v6_508.pdf
2015 CAGI Award Owner's Manual,https://cops.usdoj.gov/pdf/2015AwardDocs/cagi/2015_CAGI_GOM_v5_508f.pdf
Q&As: Nonimmigrant Aliens,https://www.atf.gov/qa-category/nonimmigrant-aliens
Q&As: Plastic Explosives,https://www.atf.gov/qa-category/plastic-explosives
Q&As: Collectors,https://www.atf.gov/qa-category/collectors
Q&As: Personal Collections - Licensees,https://www.atf.gov/qa-category/personal-collections-licensees
Q&As: National Instant Criminal Background Check System (NICS),https://www.atf.gov/qa-category/national-instant-criminal-background-check-system-nics
Q&As: National Firearms Act (NFA),https://www.atf.gov/qa-category/national-firearms-act-nfa
Q&As: Firearms Licensing,https://www.atf.gov/qa-category/licensing
Q&As: Manufacturers,https://www.atf.gov/qa-category/manufacturers
Q&As: Gunsmiths,https://www.atf.gov/qa-category/gunsmiths
Q&As: Misdemeanor Crime of Domestic Violence,https://www.atf.gov/qa-category/misdemeanor-crime-domestic-violence
Q&As: Auctioneers,https://www.atf.gov/qa-category/auctioneers
Q&As: Pawnbrokers,https://www.atf.gov/qa-category/pawnbrokers
ADA Requirements: Testing Accommodations,https://www.ada.gov/regs2014/testing_accommodations.html
Q&As: Recordkeeping Requirements - Licensees,https://www.atf.gov/qa-category/record-required-licensees
Q&As: Imports & Exports,https://www.atf.gov/qa-category/imports-exports
Q&As: Recordkeeping Requirements - Explosives,https://www.atf.gov/qa-category/recordkeeping-requirements-explosives
Protecting the Rights of Persons Living with HIV/AIDS ,https://www.ada.gov/hiv/ada_hiv_brochure.html
"August 24, 2015 IER Technical Assistance Letter on use of E-Verify",https://www.justice.gov/crt/file/788531/download
The Uniformed and Overseas Citizens Absentee Voting Act - Questions and Answers,https://www.justice.gov/crt/uniformed-and-overseas-citizens-absentee-voting-act
Police Misconduct Laws Enforced by DOJ,https://www.justice.gov/crt/addressing-police-misconduct-laws-enforced-department-justice
Technical Assistance for State and Local Child Welfare Agencies and Courts (PDF),https://www.ada.gov/doj_hhs_ta/child_welfare_ta.pdf
Technical Assistance for State and Local Child Welfare Agencies and Courts (HTML),https://www.ada.gov/doj_hhs_ta/child_welfare_ta.html
Joint Letter from HHS and DOJ re: Child Welfare Agencies' Responsibilities ,https://www.ada.gov/doj_hhs_ta/child_welfare_ltr.html
Explosives Industry Newsletter- August 2015,https://www.atf.gov/file/93006/download
Frequently Asked Questions about Service Animals and the ADA ,https://www.ada.gov/regs2010/service_animal_qa.html
Q&As: Unlicensed Persons,https://www.atf.gov/qa-category/unlicensed-persons
5360.09 CN-1 Religious Beliefs and Practices,https://www.bop.gov/policy/progstat/5360_009_CN-1.pdf
