publication_title,publication_date,source_pdf,source_url
"Varicella disease: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231941/cdc_231941_DS1.pdf,https://stacks.cdc.gov/view/cdc/231941
"Vibriosis (any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232036/cdc_232036_DS1.pdf,https://stacks.cdc.gov/view/cdc/232036
"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232012/cdc_232012_DS1.pdf,https://stacks.cdc.gov/view/cdc/232012
"Viral hemorrhagic fevers, Marburg virus: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232007/cdc_232007_DS1.pdf,https://stacks.cdc.gov/view/cdc/232007
"Viral hemorrhagic fevers, Lassa virus: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232008/cdc_232008_DS1.pdf,https://stacks.cdc.gov/view/cdc/232008
"Viral hemorrhagic fevers, Chapare virus: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232016/cdc_232016_DS1.pdf,https://stacks.cdc.gov/view/cdc/232016
"Tuberculosis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231955/cdc_231955_DS1.pdf,https://stacks.cdc.gov/view/cdc/231955
"Viral hemorrhagic fevers, Sabia virus: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232011/cdc_232011_DS1.pdf,https://stacks.cdc.gov/view/cdc/232011
"Tetanus: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231954/cdc_231954_DS1.pdf,https://stacks.cdc.gov/view/cdc/231954
"Vibriosis (any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232037/cdc_232037_DS1.pdf,https://stacks.cdc.gov/view/cdc/232037
"Vancomycin-intermediate Staphylococcus aureus: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232017/cdc_232017_DS1.pdf,https://stacks.cdc.gov/view/cdc/232017
"Tularemia: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231956/cdc_231956_DS1.pdf,https://stacks.cdc.gov/view/cdc/231956
"Toxic shock syndrome (other than Streptococcal): (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231978/cdc_231978_DS1.pdf,https://stacks.cdc.gov/view/cdc/231978
"Trichinellosis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231960/cdc_231960_DS1.pdf,https://stacks.cdc.gov/view/cdc/231960
"Syphilis, Primary and secondary: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231964/cdc_231964_DS1.pdf,https://stacks.cdc.gov/view/cdc/231964
"Severe acute respiratory syndrome-associated coronavirus disease: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231982/cdc_231982_DS1.pdf,https://stacks.cdc.gov/view/cdc/231982
"Salmonella Paratyphi infection: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232051/cdc_232051_DS1.pdf,https://stacks.cdc.gov/view/cdc/232051
"Smallpox: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232022/cdc_232022_DS1.pdf,https://stacks.cdc.gov/view/cdc/232022
"Shiga toxin-producing Escherichia coli (STEC): (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231999/cdc_231999_DS1.pdf,https://stacks.cdc.gov/view/cdc/231999
"Zika virus disease, non-congenital: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232029/cdc_232029_DS1.pdf,https://stacks.cdc.gov/view/cdc/232029
"Yellow fever: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231990/cdc_231990_DS1.pdf,https://stacks.cdc.gov/view/cdc/231990
"Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection): (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232050/cdc_232050_DS1.pdf,https://stacks.cdc.gov/view/cdc/232050
"Q fever, Chronic: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231958/cdc_231958_DS1.pdf,https://stacks.cdc.gov/view/cdc/231958
"Streptococcal toxic shock syndrome: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232019/cdc_232019_DS1.pdf,https://stacks.cdc.gov/view/cdc/232019
"Q fever, Total: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231959/cdc_231959_DS1.pdf,https://stacks.cdc.gov/view/cdc/231959
"Salmonella Typhi infection: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232052/cdc_232052_DS1.pdf,https://stacks.cdc.gov/view/cdc/232052
"Shigellosis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231992/cdc_231992_DS1.pdf,https://stacks.cdc.gov/view/cdc/231992
"Syphilis, Congenital: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231965/cdc_231965_DS1.pdf,https://stacks.cdc.gov/view/cdc/231965
"Q fever, Acute: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231957/cdc_231957_DS1.pdf,https://stacks.cdc.gov/view/cdc/231957
"Psittacosis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231972/cdc_231972_DS1.pdf,https://stacks.cdc.gov/view/cdc/231972
"Rubella: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231953/cdc_231953_DS1.pdf,https://stacks.cdc.gov/view/cdc/231953
"Rubella, congenital syndrome: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231966/cdc_231966_DS1.pdf,https://stacks.cdc.gov/view/cdc/231966
"Rabies, Human: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231973/cdc_231973_DS1.pdf,https://stacks.cdc.gov/view/cdc/231973
"Meningococcal disease, Unknown serogroup: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231950/cdc_231950_DS1.pdf,https://stacks.cdc.gov/view/cdc/231950
"Meningococcal disease, All serogroups: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231946/cdc_231946_DS1.pdf,https://stacks.cdc.gov/view/cdc/231946
"Mpox: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232023/cdc_232023_DS1.pdf,https://stacks.cdc.gov/view/cdc/232023
"Mumps: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231951/cdc_231951_DS1.pdf,https://stacks.cdc.gov/view/cdc/231951
"Meningococcal disease, Serogroups ACWY: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231947/cdc_231947_DS1.pdf,https://stacks.cdc.gov/view/cdc/231947
"Meningococcal disease, Serogroup B: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231948/cdc_231948_DS1.pdf,https://stacks.cdc.gov/view/cdc/231948
"Melioidosis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232003/cdc_232003_DS1.pdf,https://stacks.cdc.gov/view/cdc/232003
"Measles, Indigenous: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231976/cdc_231976_DS1.pdf,https://stacks.cdc.gov/view/cdc/231976
"Listeriosis, Probable: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231989/cdc_231989_DS1.pdf,https://stacks.cdc.gov/view/cdc/231989
"Measles, Imported: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231977/cdc_231977_DS1.pdf,https://stacks.cdc.gov/view/cdc/231977
"Malaria: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231945/cdc_231945_DS1.pdf,https://stacks.cdc.gov/view/cdc/231945
"Meningococcal disease, Other serogroups: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231949/cdc_231949_DS1.pdf,https://stacks.cdc.gov/view/cdc/231949
"Invasive pneumococcal disease, age <5 years, Confirmed: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232034/cdc_232034_DS1.pdf,https://stacks.cdc.gov/view/cdc/232034
"Leprosy (Hansen's disease): (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231967/cdc_231967_DS1.pdf,https://stacks.cdc.gov/view/cdc/231967
"Invasive pneumococcal disease, all ages, Probable: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232033/cdc_232033_DS1.pdf,https://stacks.cdc.gov/view/cdc/232033
"Listeriosis, Confirmed: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231988/cdc_231988_DS1.pdf,https://stacks.cdc.gov/view/cdc/231988
"Influenza-associated pediatric mortality: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231994/cdc_231994_DS1.pdf,https://stacks.cdc.gov/view/cdc/231994
"Invasive pneumococcal disease, all ages, Confirmed: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232032/cdc_232032_DS1.pdf,https://stacks.cdc.gov/view/cdc/232032
"Leptospirosis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231968/cdc_231968_DS1.pdf,https://stacks.cdc.gov/view/cdc/231968
"Invasive pneumococcal disease, age <5 years, Probable: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232035/cdc_232035_DS1.pdf,https://stacks.cdc.gov/view/cdc/232035
"Novel Influenza A virus infections, Total: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231995/cdc_231995_DS1.pdf,https://stacks.cdc.gov/view/cdc/231995
"Pertussis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231952/cdc_231952_DS1.pdf,https://stacks.cdc.gov/view/cdc/231952
"Poliomyelitis, paralytic: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231970/cdc_231970_DS1.pdf,https://stacks.cdc.gov/view/cdc/231970
"Novel Influenza A virus infections, Probable: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231997/cdc_231997_DS1.pdf,https://stacks.cdc.gov/view/cdc/231997
"Legionellosis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231975/cdc_231975_DS1.pdf,https://stacks.cdc.gov/view/cdc/231975
"Novel Influenza A virus infections, Confirmed: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231996/cdc_231996_DS1.pdf,https://stacks.cdc.gov/view/cdc/231996
"Poliovirus infection, nonparalytic: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231969/cdc_231969_DS1.pdf,https://stacks.cdc.gov/view/cdc/231969
"Hepatitis C, chronic, Probable: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232039/cdc_232039_DS1.pdf,https://stacks.cdc.gov/view/cdc/232039
"Plague: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231971/cdc_231971_DS1.pdf,https://stacks.cdc.gov/view/cdc/231971
"Campylobacteriosis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231993/cdc_231993_DS1.pdf,https://stacks.cdc.gov/view/cdc/231993
"Hepatitis B, perinatal, Confirmed: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231943/cdc_231943_DS1.pdf,https://stacks.cdc.gov/view/cdc/231943
"Hepatitis B, chronic, Confirmed: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232056/cdc_232056_DS1.pdf,https://stacks.cdc.gov/view/cdc/232056
"Hepatitis B, acute, Probable: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232055/cdc_232055_DS1.pdf,https://stacks.cdc.gov/view/cdc/232055
"Hepatitis A, Confirmed: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231944/cdc_231944_DS1.pdf,https://stacks.cdc.gov/view/cdc/231944
"Hantavirus infection, non-hantavirus pulmonary syndrome: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232005/cdc_232005_DS1.pdf,https://stacks.cdc.gov/view/cdc/232005
"Cholera: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231974/cdc_231974_DS1.pdf,https://stacks.cdc.gov/view/cdc/231974
"Hepatitis C, acute, Probable: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232031/cdc_232031_DS1.pdf,https://stacks.cdc.gov/view/cdc/232031
"Dengue virus infections, Dengue: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231991/cdc_231991_DS1.pdf,https://stacks.cdc.gov/view/cdc/231991
"Cronobacter invasive infection, infants, Probable: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232028/cdc_232028_DS1.pdf,https://stacks.cdc.gov/view/cdc/232028
"Chancroid: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231961/cdc_231961_DS1.pdf,https://stacks.cdc.gov/view/cdc/231961
"Cryptosporidiosis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232002/cdc_232002_DS1.pdf,https://stacks.cdc.gov/view/cdc/232002
"Dengue virus infections, Dengue-like illness: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232020/cdc_232020_DS1.pdf,https://stacks.cdc.gov/view/cdc/232020
"Coccidioidomycosis, Probable: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232026/cdc_232026_DS1.pdf,https://stacks.cdc.gov/view/cdc/232026
"Cronobacter invasive infection, infants, Confirmed: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232027/cdc_232027_DS1.pdf,https://stacks.cdc.gov/view/cdc/232027
"Carbapenemase-Producing Organisms (CPO), Total: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232053/cdc_232053_DS1.pdf,https://stacks.cdc.gov/view/cdc/232053
"Coccidioidomycosis, Total: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232024/cdc_232024_DS1.pdf,https://stacks.cdc.gov/view/cdc/232024
"Candida auris, clinical: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232048/cdc_232048_DS1.pdf,https://stacks.cdc.gov/view/cdc/232048
"Brucellosis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231940/cdc_231940_DS1.pdf,https://stacks.cdc.gov/view/cdc/231940
"Coccidioidomycosis, Confirmed: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232025/cdc_232025_DS1.pdf,https://stacks.cdc.gov/view/cdc/232025
"Botulism, Other (wound & unspecified): (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231981/cdc_231981_DS1.pdf,https://stacks.cdc.gov/view/cdc/231981
"Cyclosporiasis: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232001/cdc_232001_DS1.pdf,https://stacks.cdc.gov/view/cdc/232001
"Botulism, Infant: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231980/cdc_231980_DS1.pdf,https://stacks.cdc.gov/view/cdc/231980
"Candida auris, screening: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232049/cdc_232049_DS1.pdf,https://stacks.cdc.gov/view/cdc/232049
"Arboviral diseases, Western equine encephalitis virus disease: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232047/cdc_232047_DS1.pdf,https://stacks.cdc.gov/view/cdc/232047
"Botulism, Foodborne: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231979/cdc_231979_DS1.pdf,https://stacks.cdc.gov/view/cdc/231979
"Arboviral diseases, West Nile virus disease: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232046/cdc_232046_DS1.pdf,https://stacks.cdc.gov/view/cdc/232046
"Anthrax: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231939/cdc_231939_DS1.pdf,https://stacks.cdc.gov/view/cdc/231939
"Arboviral diseases, Jamestown Canyon virus disease: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232042/cdc_232042_DS1.pdf,https://stacks.cdc.gov/view/cdc/232042
"Arboviral diseases, Eastern equine encephalitis virus disease: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232041/cdc_232041_DS1.pdf,https://stacks.cdc.gov/view/cdc/232041
"Arboviral diseases, Powassan virus disease: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232044/cdc_232044_DS1.pdf,https://stacks.cdc.gov/view/cdc/232044
"Arboviral diseases, Chikungunya virus disease: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/231942/cdc_231942_DS1.pdf,https://stacks.cdc.gov/view/cdc/231942
"Viral hemorrhagic fevers, Guanarito virus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232137/cdc_232137_DS1.pdf,https://stacks.cdc.gov/view/cdc/232137
"Arboviral diseases, St. Louis encephalitis virus disease: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232045/cdc_232045_DS1.pdf,https://stacks.cdc.gov/view/cdc/232045
"Arboviral diseases, La Crosse virus disease: (Week 35) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending August 30, 2025",08/30/2025,https://stacks.cdc.gov/view/cdc/232043/cdc_232043_DS1.pdf,https://stacks.cdc.gov/view/cdc/232043
"Vancomycin-resistant Staphylococcus aureus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232140/cdc_232140_DS1.pdf,https://stacks.cdc.gov/view/cdc/232140
"Viral hemorrhagic fevers, Ebola virus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232128/cdc_232128_DS1.pdf,https://stacks.cdc.gov/view/cdc/232128
"Viral hemorrhagic fevers, Junin virus: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232132/cdc_232132_DS1.pdf,https://stacks.cdc.gov/view/cdc/232132
"Varicella disease: (Week 36) Weekly cases* of notifiable diseases, United States, U.S. Territories, and Non-U.S. Residents week ending September 6, 2025",09/06/2025,https://stacks.cdc.gov/view/cdc/232063/cdc_232063_DS1.pdf,https://stacks.cdc.gov/view/cdc/232063
